race,post_time,distance,surface,purse,race_type,stakes,program,name,jockey,trainer,post_position,ml_odds,style,prime_power,best_last3_beyer,mud_pct,market_prob_pct,post_iv,style_iv,bias_factor,ability_factor,trainer_tier_bonus,jockey_tier_bonus,score_pct,rank,is_top_pick
6,,1Mile,Dirt,200000,KnicksGoL200K,,10,Capital Idea,Junior Alvarado,William I. Mott,10,5.0,P,134.1,96,,13.0,0.78,0.90,0.925,0.989,0.05,0.00,11.1,4,
6,,1Mile,Dirt,200000,KnicksGoL200K,,11,Moonlight,Jose L. Ortiz,Chris M. Block,11,8.0,S,131.7,101,,8.7,0.78,0.80,0.905,1.045,0.00,0.05,7.7,5,
6,,1Mile,Dirt,200000,KnicksGoL200K,,7,Will Take It,Brian J. Hernandez Jr.,Dallas Stewart,7,8.0,P,134.5,92,,8.7,1.00,0.90,0.980,0.912,0.00,0.00,6.9,6,
6,,1Mile,Dirt,200000,KnicksGoL200K,,1,Brotha Keny,Manuel Franco,Jose F. D'Angelo,1,15.0,P,135.2,97,,4.9,1.25,0.90,1.042,1.035,0.00,0.00,4.7,7,
6,,1Mile,Dirt,200000,KnicksGoL200K,,3,Banjo Chris,Edgar Morales,Troy S. Wismer,3,20.0,P,131.5,94,,3.7,1.25,0.90,1.042,0.891,0.00,0.00,3.1,8,
6,,1Mile,Dirt,200000,KnicksGoL200K,,9,Scotland,Luis Saez,William I. Mott,9,20.0,P,132.9,93,,3.7,0.78,0.90,0.925,0.899,0.05,0.04,3.0,9,
6,,1Mile,Dirt,200000,KnicksGoL200K,,5,Prince of Power,Mario Gutierrez,Andres Cambray,5,30.0,E,132.2,90,,2.5,1.00,1.10,1.020,0.850,0.00,0.00,1.9,10,
6,,1Mile,Dirt,200000,KnicksGoL200K,,8,Bernin Hot,Ben Curtis,Rohan G. Crichton,8,30.0,E,126.3,96,,2.5,0.78,1.10,0.965,0.850,0.00,0.00,1.8,11,
7,,1Mile,Turf,1000000,DstfTfMl-G2,,2,Sweet Rebecca,Tyler Gaffalione,Brendan P. Walsh,2,2.5,EP,150.0,97,,22.2,1.40,1.35,1.170,1.113,0.05,0.04,27.8,1,YES
7,,1Mile,Turf,1000000,DstfTfMl-G2,,3,Portfolio Duration,Flavien Prat,Chad C. Brown,3,4.0,P,154.2,88,,15.5,1.40,1.25,1.150,1.047,0.06,0.04,18.2,2,
7,,1Mile,Turf,1000000,DstfTfMl-G2,,8,Pin Up Betty,Juan J. Hernandez,Michael J. Maker,8,3.5,S,150.9,92,,17.2,0.42,0.85,0.825,1.057,0.00,0.00,13.3,3,
7,,1Mile,Turf,1000000,DstfTfMl-G2,,5,Classic Q,John R. Velazquez,Mark E. Casse,5,6.0,EP,137.4,92,,11.1,0.95,1.35,1.058,0.874,0.05,0.00,9.5,4,
7,,1Mile,Turf,1000000,DstfTfMl-G2,,4,Temptable,Junior Alvarado,William I. Mott,4,8.0,NA,141.2,89,,8.6,0.95,1.00,0.988,1.150,0.05,0.00,9.1,5,
7,,1Mile,Turf,1000000,DstfTfMl-G2,,7,Movin' On Up,Jose L. Ortiz,Saffie A. Joseph Jr.,7,12.0,EP,150.4,95,,6.0,0.95,1.35,1.058,1.091,0.04,0.05,6.6,6,
7,,1Mile,Turf,1000000,DstfTfMl-G2,,9,Maggie Go,Irad Ortiz Jr.,Chad C. Brown,9,8.0,S,144.6,89,,8.6,0.42,0.85,0.825,0.931,0.06,0.05,6.5,7,
7,,1Mile,Turf,1000000,DstfTfMl-G2,,1,Italian Soiree,Manuel Franco,H. Graham Motion,1,10.0,P,139.2,88,,7.1,1.40,1.25,1.150,0.850,0.03,0.00,6.3,8,
7,,1Mile,Turf,1000000,DstfTfMl-G2,,6,Vina Arana,Adam Beschizza,Jack Sisterson,6,20.0,S,134.3,89,,3.7,0.95,0.85,0.958,0.850,0.00,0.00,2.7,9,
8,,1Mile,Dirt,750000,PDayMile-G2,,1,Englishman,Jose L. Ortiz,Cherie Devaux,1,3.0,E,137.7,97,,19.6,1.25,1.10,1.083,1.127,0.04,0.05,22.5,1,YES
8,,1Mile,Dirt,750000,PDayMile-G2,,6,Crude Velocity,Florent Geroux,Bob Baffert,6,2.5,P,139.0,103,,22.4,1.00,0.90,0.980,1.150,0.00,0.03,22.4,2,
8,,1Mile,Dirt,750000,PDayMile-G2,,2,Trouble Calling,Luis Saez,Gregory D. Foley,2,5.0,EP,135.3,95,,13.0,1.25,1.20,1.103,1.053,0.04,0.04,14.1,3,
8,,1Mile,Dirt,750000,PDayMile-G2,,7,Crown the Buckeye,Flavien Prat,Michael J. Maker,7,6.0,EP,135.7,94,,11.2,1.00,1.20,1.040,1.043,0.00,0.04,10.9,4,
8,,1Mile,Dirt,750000,PDayMile-G2,,8,Creole Chrome,Irad Ortiz Jr.,Joe Sharp,8,8.0,EP,140.3,91,,8.7,0.78,1.20,0.985,1.070,0.04,0.05,8.6,5,
8,,1Mile,Dirt,750000,PDayMile-G2,,10,Great White,Alex Achard,John Ennis,10,12.0,EP,135.8,92,,6.0,0.78,1.20,0.985,1.011,0.00,0.00,5.2,6,
8,,1Mile,Dirt,750000,PDayMile-G2,,5,Stop the Car,Tyler Gaffalione,Brendan P. Walsh,5,20.0,EP,136.4,92,,3.7,1.00,1.20,1.040,1.021,0.05,0.04,3.7,7,
8,,1Mile,Dirt,750000,PDayMile-G2,,11,One More Freud,Juan J. Hernandez,Robert B. Hess Jr.,11,15.0,EP,129.9,91,,4.9,0.78,1.20,0.985,0.895,0.00,0.00,3.7,8,
8,,1Mile,Dirt,750000,PDayMile-G2,,9,Lockstocknpharoah,Edgar Morales,Thomas Drury Jr.,9,20.0,EP,135.3,92,,3.7,0.78,1.20,0.985,1.003,0.03,0.00,3.3,9,
8,,1Mile,Dirt,750000,PDayMile-G2,,4,Secured Freedom,John R. Velazquez,Tim Yakteen,4,20.0,P,134.4,95,,3.7,1.00,0.90,0.980,1.038,0.00,0.00,3.3,10,
8,,1Mile,Dirt,750000,PDayMile-G2,,3,Work,Edwin A. Maldonado,Doug F. O'Neill,3,50.0,EP,124.6,82,,1.5,1.25,1.20,1.103,0.850,0.00,0.00,1.2,11,
8,,1Mile,Dirt,750000,PDayMile-G2,,12,Baytown Dreamer,Danny Sheehy,Paul Mcentee,12,50.0,E,129.3,88,,1.5,0.78,1.10,0.965,0.850,0.00,0.00,1.1,12,
9,,1ˆMile,Turf,1000000,AmerTurf-G1,,4,Stark Contrast,Flavien Prat,Michael W. Mccarthy,4,4.0,P,163.6,96,,15.7,0.95,1.25,1.038,1.150,0.00,0.04,18.7,1,YES
9,,1ˆMile,Turf,1000000,AmerTurf-G1,,12,Remember Mamba,Jose L. Ortiz,Cherie Devaux,12,4.5,P,151.5,88,,14.3,0.42,1.25,0.905,1.097,0.04,0.05,14.8,2,
9,,1ˆMile,Turf,1000000,AmerTurf-G1,,8,Greenwich Village,Juan J. Hernandez,Bob Baffert,8,6.0,EP,147.8,90,,11.2,0.42,1.35,0.925,1.073,0.00,0.00,10.7,3,
9,,1ˆMile,Turf,1000000,AmerTurf-G1,,7,Alpyland,Javier Castellano,Mark E. Casse,7,8.0,EP,149.6,90,,8.7,0.95,1.35,1.058,1.099,0.05,0.00,10.2,4,
9,,1ˆMile,Turf,1000000,AmerTurf-G1,,5,Blackout Time,Luis Saez,Kenneth G. Mcpeek,5,10.0,E,147.3,93,,7.1,0.95,0.55,0.898,1.109,0.04,0.04,7.4,5,
9,,1ˆMile,Turf,1000000,AmerTurf-G1,,14,Final Score,Irad Ortiz Jr.,Todd A. Pletcher,14,8.0,E,146.7,84,,8.7,0.42,0.55,0.765,0.970,0.07,0.05,7.0,6,
9,,1ˆMile,Turf,1000000,AmerTurf-G1,,10,Vasy,John R. Velazquez,Brendan P. Walsh,10,10.0,EP,144.6,87,,7.1,0.42,1.35,0.925,0.983,0.05,0.00,6.5,7,
9,,1ˆMile,Turf,1000000,AmerTurf-G1,,9,Honey Dutch,Tyler Gaffalione,D. Whitworth Beckman,9,12.0,EP,143.8,88,,6.0,0.42,1.35,0.925,0.986,0.00,0.04,5.5,8,
9,,1ˆMile,Turf,1000000,AmerTurf-G1,,1,Street Beast,Luan Machado,Ben Colebrook,1,15.0,EP,136.4,87,,4.9,1.40,1.35,1.170,0.865,0.00,0.00,4.8,9,
9,,1ˆMile,Turf,1000000,AmerTurf-G1,,13,Thousandsticks,Joel Rosario,Brian A. Lynch,13,15.0,EP,139.6,91,,4.9,0.42,1.35,0.925,0.969,0.00,0.05,4.4,10,
9,,1ˆMile,Turf,1000000,AmerTurf-G1,,6,Black Hornet,Declan Cannon,Brendan P. Walsh,6,20.0,P,139.1,87,,3.7,0.95,1.25,1.038,0.904,0.05,0.00,3.5,11,
9,,1ˆMile,Turf,1000000,AmerTurf-G1,,2,Let's Be Frank,Manuel Franco,Michael W. Mccarthy,2,30.0,S,138.1,89,,2.5,1.40,0.85,1.070,0.918,0.00,0.00,2.4,12,
9,,1ˆMile,Turf,1000000,AmerTurf-G1,,3,Blinging It Back,Axel Concepcion,Mark E. Casse,3,30.0,S,134.6,89,,2.5,1.40,0.85,1.070,0.867,0.05,0.00,2.4,13,
9,,1ˆMile,Turf,1000000,AmerTurf-G1,,11,Steel Imperium,Jaime A. Torres,Caio Caramori,11,30.0,S,132.1,85,,2.5,0.42,0.85,0.825,0.850,0.00,0.00,1.7,14,
10,,7Furlongs,Dirt,1000000,CD-G1,,6,Knightsbridge,Junior Alvarado,William I. Mott,6,1.8,EP,151.5,105,,27.7,1.00,1.60,1.120,1.100,0.05,0.00,29.8,1,YES
10,,7Furlongs,Dirt,1000000,CD-G1,,2,Cornucopian,Juan J. Hernandez,Bob Baffert,2,3.5,EP,147.6,107,,17.2,1.55,1.60,1.258,1.089,0.00,0.00,19.6,2,
10,,7Furlongs,Dirt,1000000,CD-G1,,1,Disco Time,John R. Velazquez,Brad H. Cox,1,6.0,EP,148.6,102,,11.1,1.55,1.60,1.258,1.066,0.07,0.00,13.2,3,
10,,7Furlongs,Dirt,1000000,CD-G1,,7,Imagination,Flavien Prat,Bob Baffert,7,6.0,P,151.1,103,,11.1,1.00,0.65,0.930,1.086,0.00,0.04,9.7,4,
10,,7Furlongs,Dirt,1000000,CD-G1,,5,Disruptor,Irad Ortiz Jr.,Todd A. Pletcher,5,8.0,EP,139.9,103,,8.6,1.00,1.60,1.120,1.021,0.07,0.05,9.2,5,
10,,7Furlongs,Dirt,1000000,CD-G1,,11,Point Dume,Edwin Gonzalez,Timothy C. Kreiser,11,15.0,E,145.1,105,,4.8,0.62,1.45,0.995,1.063,0.00,0.00,4.3,6,
10,,7Furlongs,Dirt,1000000,CD-G1,,10,Banishing,Tyler Gaffalione,David Jacobson,10,12.0,P,,97,,6.0,0.62,0.65,0.835,0.850,0.00,0.04,3.7,7,
10,,7Furlongs,Dirt,1000000,CD-G1,,4,Hall of Fame,Jose L. Ortiz,Steven M. Asmussen,4,20.0,P,141.8,102,,3.7,1.00,0.65,0.930,1.027,0.05,0.05,3.2,8,
10,,7Furlongs,Dirt,1000000,CD-G1,,9,Crazy Mason,Manuel Franco,Gregory D. Sacco,9,15.0,S,140.5,98,,4.8,0.62,0.35,0.775,0.996,0.00,0.00,3.1,9,
10,,7Furlongs,Dirt,1000000,CD-G1,,3,Macho Music,Javier Castellano,Rohan G. Crichton,3,30.0,E,138.1,94,,2.5,1.55,1.45,1.228,0.959,0.00,0.00,2.4,10,
10,,7Furlongs,Dirt,1000000,CD-G1,,8,T O Elvis,Ryusei Sakai,Daisuke Takayanagi,8,30.0,NA,,,,2.5,0.62,1.00,0.905,1.000,0.00,0.00,1.9,11,
11,,,Turf,1500000,TurfClsc-G1 1„Mile(T) 4&up,,6,Rhetorical,Irad Ortiz Jr.,William Walden,6,2.5,P,166.9,101,,22.5,0.90,1.20,1.015,1.150,0.00,0.05,25.1,1,YES
11,,,Turf,1500000,TurfClsc-G1 1„Mile(T) 4&up,,4,Program Trading,Tyler Gaffalione,Chad C. Brown,4,4.0,P,164.6,101,,15.7,0.90,1.20,1.015,1.149,0.06,0.04,18.4,2,
11,,,Turf,1500000,TurfClsc-G1 1„Mile(T) 4&up,,9,Test Score,Manuel Franco,H. Graham Motion,9,3.5,P,158.5,93,,17.5,0.40,1.20,0.890,0.970,0.03,0.00,14.2,3,
11,,,Turf,1500000,TurfClsc-G1 1„Mile(T) 4&up,,10,Make Me King,Jose L. Ortiz,Jehani H.A. Al,10,6.0,NA,,,,11.2,0.40,1.00,0.850,1.000,0.00,0.05,9.2,4,
11,,,Turf,1500000,TurfClsc-G1 1„Mile(T) 4&up,,3,Asbury Park,Flavien Prat,Chad C. Brown,3,8.0,S,148.9,93,,8.7,1.55,0.65,1.067,0.850,0.06,0.04,8.0,5,
11,,,Turf,1500000,TurfClsc-G1 1„Mile(T) 4&up,,7,Gold Phoenix,Hector I. Berrios,Philip Damato,7,10.0,S,157.0,104,,7.1,0.90,0.65,0.905,1.090,0.03,0.00,6.6,6,
11,,,Turf,1500000,TurfClsc-G1 1„Mile(T) 4&up,,1,Corruption,John R. Velazquez,Mark E. Casse,1,15.0,EP,158.0,105,,4.9,1.55,1.60,1.258,1.116,0.05,0.00,6.6,7,
11,,,Turf,1500000,TurfClsc-G1 1„Mile(T) 4&up,,5,Mercante,Joseph D. Ramos,Brian Knippenberg,5,12.0,EP,152.8,98,,6.0,0.90,1.60,1.095,0.961,0.00,0.00,5.8,8,
11,,,Turf,1500000,TurfClsc-G1 1„Mile(T) 4&up,,2,Dashman,Joel Rosario,Brian A. Lynch,2,20.0,EP,150.3,101,,3.7,1.55,1.60,1.258,0.967,0.00,0.05,4.4,9,
11,,,Turf,1500000,TurfClsc-G1 1„Mile(T) 4&up,,8,Astronomer,Javier Castellano,Simon Callaghan,8,30.0,P,140.9,91,,2.5,0.40,1.20,0.890,0.850,0.00,0.00,1.8,10,
12,,1‚Mile,Dirt,5000000,KyDerby-G1,,1,Renegade,Irad Ortiz Jr.,Todd A. Pletcher,1,4.0,S,144.5,97,,14.8,1.25,0.80,1.022,1.064,0.07,0.05,16.7,1,YES
12,,1‚Mile,Dirt,5000000,KyDerby-G1,,6,Commandment,Luis Saez,Brad H. Cox,6,6.0,P,144.3,103,,10.6,1.00,0.90,0.980,1.150,0.07,0.04,12.2,2,
12,,1‚Mile,Dirt,5000000,KyDerby-G1,,18,Further Ado,John R. Velazquez,Brad H. Cox,18,6.0,P,150.7,105,,10.6,0.78,0.90,0.925,1.150,0.07,0.00,11.1,3,
12,,1‚Mile,Dirt,5000000,KyDerby-G1,,12,Chief Wallabee,Junior Alvarado,William I. Mott,12,8.0,EP,143.1,103,,8.2,0.78,1.20,0.985,1.141,0.05,0.00,9.0,4,
12,,1‚Mile,Dirt,5000000,KyDerby-G1,,9,The Puma,Javier Castellano,Gustavo Delgado,9,10.0,P,139.3,100,,6.7,0.78,0.90,0.925,1.028,0.00,0.00,5.9,5,
12,,1‚Mile,Dirt,5000000,KyDerby-G1,,8,So Happy,Mike E. Smith,Mark Glatt,8,15.0,EP,144.1,103,,4.6,0.78,1.20,0.985,1.150,0.00,0.00,4.8,6,
12,,1‚Mile,Dirt,5000000,KyDerby-G1,,15,Emerging Market,Flavien Prat,Chad C. Brown,15,15.0,S,142.5,102,,4.6,0.78,0.80,0.905,1.114,0.06,0.04,4.7,7,
12,,1‚Mile,Dirt,5000000,KyDerby-G1,,20,Fulleffort,Tyler Gaffalione,Brad H. Cox,20,20.0,S,145.8,99,,3.5,0.78,0.80,0.905,1.119,0.07,0.04,3.7,8,
